,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Home win Odds not normal,Draw Odds not normal,Away win Odds not normal,,,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
292,01/05/2010,Hamburg,Nurnberg,79,71,76,71,80,70,0.480586731,0.265831791,0.253581478,1,1.908333333,3.45,3.616666667,7,16,1.666666667,2,1,3
293,01/05/2010,Hannover,M'gladbach,74,74,72,71,74,73,0.512664659,0.257653011,0.22968233,1,1.788333333,3.558333333,3.991666667,15,13,2,3.666666667,1,3.333333333
294,01/05/2010,Leverkusen,Hertha,76,77,77,72,79,76,0.703309549,0.184845688,0.111844764,X,1.306666667,4.971666667,8.216666667,4,18,1.666666667,1,1,1.333333333
295,01/05/2010,Schalke 04,Werder Bremen,79,80,76,78,78,79,0.421112531,0.272730448,0.306157021,2,2.175,3.358333333,2.991666667,2,3,1.333333333,1,2.333333333,0.666666667
296,01/05/2010,Stuttgart,Mainz,79,74,76,70,78,71,0.70282746,0.188060317,0.109112223,X,1.306666667,4.883333333,8.416666667,6,10,2,1,2,1.666666667
297,08/05/2010,Bochum,Hannover,75,74,71,72,72,74,0.407837736,0.267581344,0.32458092,2,2.241666667,3.416666667,2.816666667,17,15,0.333333333,2.333333333,2,3.666666667
298,08/05/2010,Freiburg,Dortmund,71,75,68,76,70,79,0.248598851,0.264772752,0.486628397,1,3.683333333,3.458333333,1.881666667,14,5,2,1,1.666666667,2
299,08/05/2010,Hertha,Bayern Munich,77,85,72,81,76,83,0.235757122,0.259666453,0.504576425,2,3.891666667,3.533333333,1.818333333,18,1,0.666666667,1.666666667,2.333333333,1
300,08/05/2010,Hoffenheim,Stuttgart,79,79,77,76,76,78,0.330613407,0.271692206,0.397694388,X,2.766666667,3.366666667,2.3,11,6,2.666666667,1,1.666666667,1
301,08/05/2010,Mainz,Schalke 04,74,79,70,76,71,78,0.330963822,0.282252737,0.386783441,X,2.771666667,3.25,2.371666667,9,2,1.666666667,1.666666667,0.333333333,0.666666667
302,08/05/2010,M'gladbach,Leverkusen,74,76,71,77,73,79,0.21974615,0.242882418,0.537371432,X,4.181666667,3.783333333,1.71,12,4,1,2.666666667,1.666666667,0.666666667
303,08/05/2010,Nurnberg,FC Koln,71,79,71,73,70,75,0.6023199,0.227426828,0.170253272,1,1.521666667,4.03,5.383333333,16,13,1,2.333333333,0.666666667,1.333333333
304,08/05/2010,Werder Bremen,Hamburg,80,79,78,76,79,80,0.578237122,0.240385039,0.181377839,X,1.586666667,3.816666667,5.058333333,3,7,1.333333333,0.333333333,2,2
305,08/05/2010,Wolfsburg,Ein Frankfurt,83,75,77,72,79,72,0.530824571,0.252019923,0.217155506,1,1.725,3.633333333,4.216666667,8,10,1.333333333,1,1.666666667,2.666666667
