,Inverness C scored,Inverness C received,Aberdeen scored,Aberdeen received,Celtic scored,Celtic received,Motherwell scored,Motherwell received,St Johnstone scored,St Johnstone received,Dundee United scored,Dundee United received,Kilmarnock scored,Kilmarnock received,Ross County scored,Ross County received,Hibernian scored,Hibernian received,St Mirren scored,St Mirren received,Hearts scored,Hearts received,Partick scored,Partick received
23,0.6666666666666666,1.0,1.0,1.0,3.6666666666666665,0.0,1.0,1.6666666666666667,2.0,1.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333
24,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666
25,0.0,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667
26,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,3.0,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,2.0
27,0.3333333333333333,1.6666666666666667,1.0,1.0,3.3333333333333335,0.0,3.0,2.3333333333333335,0.0,1.6666666666666667,3.0,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,2.0,2.3333333333333335,2.0
28,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,3.3333333333333335,0.0,2.3333333333333335,1.6666666666666667,0.0,1.0,3.0,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0
29,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,3.6666666666666665,0.0,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.0,1.0,2.3333333333333335,1.3333333333333333,1.0
30,1.0,1.3333333333333333,1.3333333333333333,1.0,3.6666666666666665,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335
31,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,3.0,0.6666666666666666,2.0,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,2.0,0.6666666666666666,2.3333333333333335
32,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.0,1.3333333333333333,3.3333333333333335
