,Inverness C scored,Inverness C received,Hearts scored,Hearts received,Celtic scored,Celtic received,Kilmarnock scored,Kilmarnock received,Rangers scored,Rangers received,Motherwell scored,Motherwell received,Falkirk scored,Falkirk received,Hibernian scored,Hibernian received,St Mirren scored,St Mirren received,Dundee United scored,Dundee United received,Aberdeen scored,Aberdeen received,Hamilton scored,Hamilton received
11,1.0,2.6666666666666665,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.3333333333333335,4.0,0.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,2.0,0.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0
12,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,0.0,2.6666666666666665,3.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333
13,1.0,1.0,1.0,0.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,1.0,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333
14,1.0,1.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.0,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333
15,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,1.0,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0
16,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,3.3333333333333335,1.0,0.6666666666666666,2.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,2.0,2.0,0.6666666666666666,1.3333333333333333,1.0,1.0,2.6666666666666665
17,0.3333333333333333,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,3.3333333333333335,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.0,2.0,0.6666666666666666,0.6666666666666666,3.0
18,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,3.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,0.6666666666666666,1.0,3.0
19,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.0,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,1.0
20,0.6666666666666666,3.0,0.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333
21,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333
22,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0
23,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,1.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,0.0
24,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.0,0.3333333333333333
25,1.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666
26,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0
27,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
28,1.3333333333333333,1.0,1.0,0.6666666666666666,4.333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0
29,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
30,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
31,0.6666666666666666,2.0,2.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
32,1.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.0,0.6666666666666666,2.0,0.0,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.0
