,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
20,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
21,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
22,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
23,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
24,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
25,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
26,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
27,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
28,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
29,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
30,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
31,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
32,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
33,Benfica,Porto,Santa Clara,Moreirense,Belenenses,Boavista,Nacional,Tondela,Pacos Ferreira,Portimonense,Rio Ave,Gil Vicente,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Farense,Famalicao
