,Benfica scored,Benfica received,Naval scored,Naval received,Sp Lisbon scored,Sp Lisbon received,Porto scored,Porto received,Sp Braga scored,Sp Braga received,Maritimo scored,Maritimo received,Academica scored,Academica received,Setubal scored,Setubal received,Boavista scored,Boavista received,Pacos Ferreira scored,Pacos Ferreira received,Leiria scored,Leiria received,Nacional scored,Nacional received,Est Amadora scored,Est Amadora received,Belenenses scored,Belenenses received,Aves scored,Aves received,Beira Mar scored,Beira Mar received
10,2.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,0.0,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,0.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335
11,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,3.0,1.3333333333333333,0.6666666666666666,1.0,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,2.0
12,1.3333333333333333,0.3333333333333333,0.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,2.0,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665
13,1.6666666666666667,0.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,2.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,0.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0
14,1.6666666666666667,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,0.0,3.0,2.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667
15,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.0,1.6666666666666667,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666
16,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333
17,1.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,3.0,1.0,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
18,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,0.6666666666666666,3.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335
19,2.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,3.3333333333333335
20,2.0,0.3333333333333333,2.0,1.6666666666666667,1.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.0,2.6666666666666665,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665
21,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,1.0,1.3333333333333333,1.0,1.6666666666666667
22,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,0.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,0.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333
23,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,0.0,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,2.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,1.3333333333333333,0.0,1.0,1.0,1.3333333333333333,2.0
24,1.0,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.0,2.6666666666666665,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667
25,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,3.0,0.0,3.3333333333333335,1.0,0.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333
26,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,3.0,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333
27,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.6666666666666665,0.6666666666666666,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0
28,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667
29,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,3.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,1.0,2.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333
