,Celtic scored,Celtic received,Aberdeen scored,Aberdeen received,Rangers scored,Rangers received,Ross County scored,Ross County received,St Johnstone scored,St Johnstone received,Dundee scored,Dundee received,Kilmarnock scored,Kilmarnock received,Motherwell scored,Motherwell received,Partick scored,Partick received,Hamilton scored,Hamilton received,Hearts scored,Hearts received,Hibernian scored,Hibernian received
10,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,1.0,1.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333
11,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.0
12,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333
13,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.0,2.0,1.3333333333333333,1.0
14,2.3333333333333335,0.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,2.3333333333333335,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,0.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333
15,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
16,3.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0
17,3.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.0,1.0,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,3.0,1.3333333333333333,1.0,3.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333
18,1.6666666666666667,2.3333333333333335,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,0.0,1.3333333333333333,2.6666666666666665
19,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.0,0.0,1.3333333333333333,2.3333333333333335
20,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.0,1.6666666666666667
21,1.6666666666666667,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,1.0,0.6666666666666666
22,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
23,1.0,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
24,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.0,0.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666
25,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.0,1.6666666666666667,1.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,1.0
26,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,3.0,1.0,1.3333333333333333,2.0,0.6666666666666666
27,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,3.0,0.6666666666666666,1.0,2.0,1.0
28,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,2.0,3.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0
29,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.0,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0
30,1.0,0.6666666666666666,1.0,0.0,2.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.0,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,1.0,0.0,1.3333333333333333,0.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666
31,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.6666666666666665,2.0,1.6666666666666667,0.3333333333333333,2.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333
32,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,2.0,1.0,1.0,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,2.0,1.0,2.0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666
