,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
11,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
12,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
13,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
14,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
15,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
16,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
17,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
18,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
19,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
20,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
21,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
22,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
23,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
24,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
25,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
26,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
27,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
28,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
29,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
30,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
31,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
32,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
33,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
34,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
35,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
36,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
37,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
38,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
39,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
40,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
41,Galatasaray,Alanyaspor,Goztep,Karagumruk,Besiktas,Antalyaspor,Hatayspor,Fenerbahce,Kasimpasa,Erzurum BB,Sivasspor,Kayserispor,Konyaspor,Gaziantep,Trabzonspor,Genclerbirligi,Yeni Malatyaspor,Denizlispor,Ankaragucu,Rizespor,Buyuksehyr
