,Motherwell scored,Motherwell received,Celtic scored,Celtic received,Dundee United scored,Dundee United received,Hearts scored,Hearts received,Kilmarnock scored,Kilmarnock received,Aberdeen scored,Aberdeen received,St Johnstone scored,St Johnstone received,St Mirren scored,St Mirren received,Hibernian scored,Hibernian received,Inverness C scored,Inverness C received,Rangers scored,Rangers received,Dunfermline scored,Dunfermline received
22,1.0,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,3.0,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,3.0
23,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,3.0,2.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,2.0
24,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.0,1.0,1.6666666666666667,2.3333333333333335,0.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,3.0,0.6666666666666666,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333
25,1.3333333333333333,1.0,2.3333333333333335,0.0,3.3333333333333335,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.0,3.3333333333333335,0.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,1.6666666666666667
26,2.0,0.6666666666666666,3.3333333333333335,0.0,3.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,1.0,2.6666666666666665,0.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0
27,1.0,0.3333333333333333,2.3333333333333335,0.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.0,2.0,0.6666666666666666,2.0,2.6666666666666665,1.0,1.0,2.6666666666666665
28,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0
29,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,2.6666666666666665,2.0,1.6666666666666667,0.3333333333333333,2.3333333333333335
30,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667
31,0.6666666666666666,1.3333333333333333,2.0,1.0,2.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.0,1.0,2.0,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.0
32,0.6666666666666666,1.6666666666666667,3.3333333333333335,1.0,2.0,1.0,2.0,1.0,1.3333333333333333,3.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.0,2.0,2.0,1.3333333333333333,1.6666666666666667,1.0,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.0
